Country,Region/Zone,lon,lat,Type of Disease,Target Disease,,Year(s),Doi,
Tunisia,Tunisia 1.2,9.690509262,32.31389677,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,9.175493559,32.28487503,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.935152897,32.31389677,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.488805954,32.51678842,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.420137194,32.80584054,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.282799673,33.00761981,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.145462152,33.12271556,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,7.87078711,33.29507663,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,7.80211835,33.6387783,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,7.733449589,33.952638,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,7.699115209,34.23696429,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,7.87078711,34.26534435,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.145462152,34.06648311,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.488805954,34.06648311,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.557474715,34.26534435,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.385802813,34.35042706,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.282799673,34.35042706,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.042459011,34.35042706,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.145462152,34.5768923,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.351468433,34.80274225,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.385802813,34.99985479,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.454471574,35.14035951,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.523140334,35.22454617,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2,8.626143475,35.33665931,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,13.08961291,31.49779117,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,13.02094414,32.02326186,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,12.54026282,32.54573567,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,14.11964431,32.60360218,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,14.60032564,32.42989072,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,15.14967572,32.02326186,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,15.63035704,31.43922172,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,15.90503208,31.08703724,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,16.86639473,30.85151924,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,17.55308234,30.73354268,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,18.10243242,30.61542152,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,19.40713887,30.26019367,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,19.54447639,30.14149737,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,20.02515771,30.43796936,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,20.43717027,31.08703724,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,20.43717027,31.61482004,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,20.9178516,31.96502373,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,21.32986416,32.42989072,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,22.08522053,32.54573567,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,23.04658317,32.255844,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,22.90924565,32.08146298,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,22.49723309,31.55632396,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,22.08522053,30.79254906,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,21.81054548,30.02265811,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,21.6045392,29.42632957,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,21.46720168,29.1868096,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,20.5745078,28.52524785,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,20.43717027,28.40451317,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,20.23116399,27.49463914,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,19.95648895,27.372746,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,19.47580763,27.1285569,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,19.33847011,27.06742599,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,18.3084387,26.88383341,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,17.48441357,27.25071845,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,16.79772597,27.61639747,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,15.97370084,28.28364075,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,15.56168828,28.58556341,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,14.73766316,28.94672903,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,14.05097555,29.36650229,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,13.43295671,30.02265811,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,13.29561919,30.49715608,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,12.67760034,30.55630682,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,11.92224398,31.14582586,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,11.64756894,31.38061564,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,11.64756894,31.79008772,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,12.26558778,31.43922172,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,13.08961291,31.32197298,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,13.08961291,31.55632396,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1,13.08961291,31.49779117,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.30825989,30.68926418,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.89194435,30.74829767,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.16661939,30.82203867,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.59579915,30.88099074,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.73313667,30.93990656,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.78463824,30.73354268,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.05931328,30.55630682,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.05931328,30.48236277,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.93914295,30.43796936,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.73313667,30.43796936,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.81897262,30.17118486,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.88764138,30.06723957,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.88764138,30.05238131,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.12798204,29.97805661,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.12798204,30.02265811,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.09364766,30.15634223,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.09364766,30.30466786,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.09364766,30.40836251,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.21381799,30.34912189,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.23098518,30.23053302,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.29965394,30.11180094,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.31682113,30.02265811,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.35115551,29.93343507,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.40265708,29.88879351,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.43699146,29.76965161,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.47132584,29.7249368,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.5399946,29.60559991,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.5399946,29.56081211,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.5399946,29.54587842,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.48849303,29.50106413,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.31682113,29.53094253,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.31682113,29.39642033,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.38548989,29.33657546,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.3683227,29.29166874,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.38548989,29.20179605,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.43699146,29.1868096,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.50566022,29.1268419,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.57432898,29.11184451,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.57432898,29.09684493,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.64299774,29.15683013,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.76316807,29.1868096,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.78033526,29.14183711,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.78033526,29.03682476,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.78033526,28.97676966,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.76316807,28.94672903,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.76316807,28.90165174,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.7116665,28.85655487,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.62583055,28.85655487,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.52282741,28.85655487,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.41982427,28.84151823,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.41982427,28.73620094,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.40265708,28.67597191,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.38548989,28.52524785,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.38548989,28.38941164,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.3683227,28.19289628,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.3683227,28.10207469,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.33398832,27.98085959,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.33398832,27.95053449,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.16231642,28.05663504,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.14514923,28.10207469,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,36.12798204,28.16263097,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.99064452,28.28364075,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.90480857,28.34409416,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.78463824,28.35920214,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.73313667,28.46489775,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.69880229,28.49507711,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.64730072,28.54032998,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.57863196,28.58556341,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.57863196,28.58556341,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.54429758,28.76630245,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.45846163,28.88662163,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.37262567,28.97676966,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.35545848,29.05183307,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.23528815,29.23176239,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.1494522,29.33657546,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,35.04644906,29.45623,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.96061311,29.56081211,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.78894121,29.63544741,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.6344365,29.82924031,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.6344365,29.91855677,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.47993179,30.15634223,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.47993179,30.26019367,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.34259427,30.37874669,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.25675832,30.52673595,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.25675832,30.60064623,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.25675832,30.70402594,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.4627646,30.71878544,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Egypt,Egypt 1,34.30825989,30.68926418,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morocco,-4.283851729,34.75449217,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Morocco,Morocco,-4.535637184,33.74226209,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Morocco,Morocco,-5.675824728,33.81955168,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Morocco,Morocco,-6.306718964,32.04501583,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Morocco,Morocco,-7.737318141,32.9559427,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Morocco,Morocco,-8.853185498,30.44405924,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Morocco,Morocco,-9.305254838,30.96559415,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Morocco,Morocco,-9.656466936,30.56115743,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Algeria,Algeria,3.982150312,32.30414831,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Algeria,Algeria,3.930648741,33.06511157,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Tunisia,Tunisia,10.28787383,35.48437293,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Tunisia,Tunisia,9.279659061,34.53204617,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Tunisia,Tunisia,10.99351687,32.35854487,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Tunisia,Tunisia,8.331171807,34.20495134,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Libya,Libya,14.87151359,30.98000685,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Libya,Libya,12.33935305,31.88572109,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Libya,Egypt,35.92993347,30.28575335,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,
Egypt,Egypt,36.50932613,29.32745538,Leishmania tropica,Cutaneous leishmaniasis,point data,1980-2013,,